review_id,package,version,file,class,analyzer_label,short_reason,code_excerpt,suspected_pattern,manual_label_blank,reviewer_note_blank
EXP-0194,python-dateutil,2.9.0.post0,python-dateutil-2.9.0.post0\src\dateutil\tz\win.py,tzwin,SAFE,,"198:     def _dst_base_offset(self):
199:         return self._dst_base_offset_
200:
201:
202: class tzwin(tzwinbase):
203:     """"""
204:     Time zone object created from the zone info in the Windows registry
205:
206:     These are similar to :py:class:`dateutil.tz.tzrange` objects in that",other,,
EXP-0195,sympy,1.14.0,sympy-1.14.0\sympy\assumptions\relation\equality.py,GreaterThanPredicate,SAFE,,"157:             assumptions = None
158:         return is_gt(*args, assumptions)
159:
160:
161: class GreaterThanPredicate(BinaryRelation):
162:     """"""
163:     Binary predicate for $>=$.
164:
165:     The purpose of this class is to provide the instance which represent",other,,
EXP-0196,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\utils.py,Event,SAFE,,"41:
42: _Sender = TypeVar(""_Sender"", covariant=True)
43:
44:
45: class Event(Generic[_Sender]):
46:     """"""
47:     Simple event to which event handlers can be attached. For instance::
48:
49:         class Cls:",other,,
EXP-0197,sympy,1.14.0,sympy-1.14.0\sympy\polys\matrices\_dfm.py,DFM,SAFE,,"66: __all__ = ['DFM']
67:
68:
69: @doctest_depends_on(ground_types=['flint'])
70: class DFM:
71:     """"""
72:     Dense FLINT matrix. This class is a wrapper for matrices from python-flint.
73:
74:     >>> from sympy.polys.domains import ZZ",other,,
EXP-0198,pydantic,2.13.4,pydantic-2.13.4\pydantic\_internal\_utils.py,SafeGetItemProxy,SAFE,,"377:     return a if a is not None else b
378:
379:
380: @dataclasses.dataclass(frozen=True)
381: class SafeGetItemProxy:
382:     """"""Wrapper redirecting `__getitem__` to `get` with a sentinel value as default
383:
384:     This makes is safe to use in `operator.itemgetter` when some keys may be missing
385:     """"""",other,,
EXP-0199,cryptography,49.0.0,cryptography\hazmat\primitives\asymmetric\mldsa.py,MLDSA65PrivateKey,SAFE,,"253: if hasattr(rust_openssl, ""mldsa""):
254:     MLDSA65PublicKey.register(rust_openssl.mldsa.MLDSA65PublicKey)
255:
256:
257: class MLDSA65PrivateKey(metaclass=abc.ABCMeta):
258:     @classmethod
259:     def generate(cls) -> MLDSA65PrivateKey:
260:         from cryptography.hazmat.backends.openssl.backend import backend
261:",other,,
EXP-0200,networkx,3.6.1,networkx-3.6.1\networkx\readwrite\graphml.py,GraphMLWriter,SAFE,,"459:                 f""GraphML does not support type {key} as data values.""
460:             ) from err
461:
462:
463: class GraphMLWriter(GraphML):
464:     def __init__(
465:         self,
466:         graph=None,
467:         encoding=""utf-8"",",other,,
EXP-0201,jedi,0.20.0,jedi-0.20.0\jedi\inference\context.py,ModuleContext,SAFE,,"314:             origin_scope=origin_scope
315:         )
316:
317:
318: class ModuleContext(TreeContextMixin, ValueContext):
319:     def py__file__(self) -> Optional[Path]:
320:         return self._value.py__file__()  # type: ignore[no-any-return]
321:
322:     def get_filters(self, until_position=None, origin_scope=None):",context_manager_bookkeeping,,
EXP-0202,sympy,1.14.0,sympy-1.14.0\sympy\geometry\line.py,Ray,SAFE,,"1339:         t = _symbol(parameter, real=True)
1340:         return [t, -5, 5]
1341:
1342:
1343: class Ray(LinearEntity):
1344:     """"""A Ray is a semi-line in the space with a source point and a direction.
1345:
1346:     Parameters
1347:     ==========",other,,
EXP-0203,sympy,1.14.0,sympy-1.14.0\sympy\utilities\matchpy_connector.py,_WildAbstract,SAFE,,"120:             self.optional = optional
121:
122:
123: @doctest_depends_on(modules=('matchpy',))
124: class _WildAbstract(Wildcard, Symbol):
125:     min_length: int  # abstract field required in subclasses
126:     fixed_size: bool  # abstract field required in subclasses
127:
128:     def __init__(self, variable_name=None, optional=None, **assumptions):",other,,
EXP-0204,six,1.17.0,six-1.17.0\six.py,metaclass,SAFE,,"862:     """"""Create a base class with a metaclass.""""""
863:     # This requires a bit of explanation: the basic idea is to make a dummy
864:     # metaclass for one level of class instantiation that replaces itself with
865:     # the actual metaclass.
866:     class metaclass(type):
867:
868:         def __new__(cls, name, this_bases, d):
869:             if sys.version_info[:2] >= (3, 7):
870:                 # This version introduced PEP 560 that requires a bit",other,,
EXP-0205,rich,15.0.0,rich-15.0.0\rich\highlighter.py,RegexHighlighter,SAFE,,"57:     def highlight(self, text: Text) -> None:
58:         """"""Nothing to do""""""
59:
60:
61: class RegexHighlighter(Highlighter):
62:     """"""Applies highlighting from a list of regular expressions.""""""
63:
64:     highlights: ClassVar[Sequence[str]] = []
65:     base_style: ClassVar[str] = """"",other,,
EXP-0206,cryptography,49.0.0,cryptography\hazmat\primitives\asymmetric\ec.py,SECP384R1,SAFE,,"222:     key_size = 521
223:     group_order = 0x1FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFA51868783BF2F966B7FCC0148F709A5D03BB5C9B8899C47AEBB6FB71E91386409  # noqa: E501
224:
225:
226: class SECP384R1(EllipticCurve):
227:     name = ""secp384r1""
228:     key_size = 384
229:     group_order = 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC7634D81F4372DDF581A0DB248B0A77AECEC196ACCC52973  # noqa: E501
230:",other,,
EXP-0207,sympy,1.14.0,sympy-1.14.0\sympy\codegen\numpy_nodes.py,minimum,SAFE,,"160:     def _eval_rewrite_as_Max(self, *args):
161:         return Max(*self.args)
162:
163:
164: class minimum(Function):
165:     """""" Element-wise minimum of array elements.
166:
167:     Helper class for use with e.g. numpy.minimum
168:",other,,
EXP-0208,parso,0.8.7,parso-0.8.7\parso\python\diff.py,_PositionUpdatingFinished,SAFE,,"229:         return False
230:     return value in ('if', 'for', 'while', 'try', 'with')
231:
232:
233: class _PositionUpdatingFinished(Exception):
234:     pass
235:
236:
237: def _update_positions(nodes, line_offset, last_leaf):",other,,
EXP-0209,fastapi,0.139.0,fastapi-0.139.0\docs_src\encoder\tutorial001_py310.py,Item,SAFE,,"6:
7: fake_db = {}
8:
9:
10: class Item(BaseModel):
11:     title: str
12:     timestamp: datetime
13:     description: str | None = None
14:",other,,
EXP-0210,mpmath,1.4.1,mpmath-1.4.1\mpmath\_interactive.py,_WrapFloats,SAFE,,"27:                             [node.left, node.right], [])
28:         return self.generic_visit(node)
29:
30:
31: class _WrapFloats(ast.NodeTransformer):
32:     """"""Wrap float literals by calls to specified type.""""""
33:     def __init__(self, lines, type):
34:         super().__init__()
35:         self.lines = lines",other,,
EXP-0211,pydantic,2.13.4,pydantic-2.13.4\pydantic\types.py,_AllowAnyJson,SAFE,,"3174:     # Fail by returning the type's actual name
3175:     return getattr(type_, '__name__', '<no type name>')
3176:
3177:
3178: class _AllowAnyJson:
3179:     @classmethod
3180:     def __get_pydantic_core_schema__(cls, source_type: Any, handler: GetCoreSchemaHandler) -> CoreSchema:
3181:         python_schema = handler(source_type)
3182:         return core_schema.json_or_python_schema(json_schema=core_schema.any_schema(), python_schema=python_schema)",other,,
EXP-0212,lxml,6.1.1,lxml\html\diff.py,InsensitiveSequenceMatcher,SAFE,,"947:
948:
949: @cython.final
950: @cython.cclass
951: class InsensitiveSequenceMatcher(SequenceMatcher):
952:     """"""
953:     Acts like SequenceMatcher, but tries not to find very small equal
954:     blocks amidst large spans of changes
955:     """"""",other,,
EXP-0213,rich,15.0.0,rich-15.0.0\rich\style.py,StyleStack,SAFE,,"761:
762: NULL_STYLE = Style()
763:
764:
765: class StyleStack:
766:     """"""A stack of styles.""""""
767:
768:     __slots__ = [""_stack""]
769:",other,,
EXP-0214,virtualenv,21.5.1,virtualenv-21.5.1\src\virtualenv\create\via_global_ref\builtin\graalpy\__init__.py,GraalPyWindows,SAFE,,"81:             return lib_dir / ""libpythonvm.dylib""
82:         return lib_dir / ""libpythonvm.so""
83:
84:
85: class GraalPyWindows(GraalPy, WindowsSupports):
86:     @classmethod
87:     def _native_lib(cls, lib_dir: Path, platform: str) -> Path:  # noqa: ARG003
88:         return lib_dir / ""pythonvm.dll""
89:",other,,
EXP-0215,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\internal\conjecture\data.py,_starts_and_ends,SAFE,,"344:         else:
345:             self.trail.append(TrailType.STOP_SPAN_NO_DISCARD)
346:
347:
348: class _starts_and_ends(SpanProperty):
349:     def __init__(self, spans: ""Spans"") -> None:
350:         super().__init__(spans)
351:         self.starts = IntList.of_length(len(self.spans))
352:         self.ends = IntList.of_length(len(self.spans))",other,,
EXP-0216,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\layout\containers.py,MagicContainer,SAFE,,"151:
152:
153: if TYPE_CHECKING:
154:
155:     class MagicContainer(Protocol):
156:         """"""
157:         Any object that implements ``__pt_container__`` represents a container.
158:         """"""
159:",other,,
EXP-0217,sympy,1.14.0,sympy-1.14.0\sympy\tensor\array\ndim_array.py,ArrayKind,SAFE,,"11: import itertools
12: from collections.abc import Iterable
13:
14:
15: class ArrayKind(Kind):
16:     """"""
17:     Kind for N-dimensional array in SymPy.
18:
19:     This kind represents the multidimensional array that algebraic",other,,
EXP-0218,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\database.py,_EDMeta,SAFE,,"109:     path = cast(StrPathT, path)
110:     return DirectoryBasedExampleDatabase(path)
111:
112:
113: class _EDMeta(abc.ABCMeta):
114:     def __call__(self, *args: Any, **kwargs: Any) -> ""ExampleDatabase"":
115:         if self is ExampleDatabase:
116:             note_deprecation(
117:                 ""Creating a database using the abstract ExampleDatabase() class """,other,,
EXP-0219,sympy,1.14.0,sympy-1.14.0\sympy\physics\vector\vector.py,VectorTypeError,SAFE,,"791:             new_args.append([mat, frame])
792:         return Vector(new_args)
793:
794:
795: class VectorTypeError(TypeError):
796:
797:     def __init__(self, other, want):
798:         msg = filldedent(""Expected an instance of %s, but received object ""
799:                          ""'%s' of %s."" % (type(want), other, type(other)))",other,,
EXP-0220,sympy,1.14.0,sympy-1.14.0\sympy\printing\smtlib.py,SMTLibPrinter,SAFE,,"21: from sympy.assumptions.ask import Q
22: from sympy.assumptions.relation.equality import StrictGreaterThanPredicate, StrictLessThanPredicate, GreaterThanPredicate, LessThanPredicate, EqualityPredicate
23:
24:
25: class SMTLibPrinter(Printer):
26:     printmethod = ""_smtlib""
27:
28:     # based on dReal, an automated reasoning tool for solving problems that can be encoded as first-order logic formulas over the real numbers.
29:     # dReal's special strength is in handling problems that involve a wide range of nonlinear real functions.",other,,
EXP-0221,lxml,6.1.1,lxml\html\__init__.py,InputGetter,SAFE,,"1145:             self.__class__.__name__,
1146:             self.inputs.form._name())
1147:
1148:
1149: class InputGetter:
1150:
1151:     """"""
1152:     An accessor that represents all the input fields in a form.
1153:",other,,
EXP-0222,sympy,1.14.0,sympy-1.14.0\sympy\physics\quantum\innerproduct.py,InnerProduct,SAFE,,"18: # (we use _eval_conjugate) and represent (we can use atoms and subs). Having
19: # it be an Expr, mean that there are no commutative QExpr subclasses,
20: # which simplifies the design of everything.
21:
22: class InnerProduct(Expr):
23:     """"""An unevaluated inner product between a Bra and a Ket [1].
24:
25:     Parameters
26:     ==========",other,,
EXP-0223,black,26.5.1,black-26.5.1\src\black\rusty.py,Ok,SAFE,,"8: T = TypeVar(""T"")
9: E = TypeVar(""E"", bound=Exception)
10:
11:
12: class Ok(Generic[T]):
13:     def __init__(self, value: T) -> None:
14:         self._value = value
15:
16:     def ok(self) -> T:",other,,
EXP-0224,sympy,1.14.0,sympy-1.14.0\sympy\codegen\ast.py,_SizedIntType,SAFE,,"1148:     __slots__ = ()
1149:     cast_nocheck = lambda self, i: Integer(int(i))
1150:
1151:
1152: class _SizedIntType(IntBaseType):
1153:     __slots__ = ('nbits',)
1154:     _fields = Type._fields + __slots__
1155:
1156:     _construct_nbits = Integer",other,,
EXP-0225,sympy,1.14.0,sympy-1.14.0\sympy\polys\polyoptions.py,OptionType,SAFE,,"57:         else:
58:             raise OptionError(""'%s' must have a boolean value assigned, got %s"" % (cls.option, value))
59:
60:
61: class OptionType(type):
62:     """"""Base type for all options that does registers options. """"""
63:
64:     def __init__(cls, *args, **kwargs):
65:         @property",other,,
EXP-0226,sympy,1.14.0,sympy-1.14.0\sympy\physics\quantum\qubit.py,IntQubitState,SAFE,,"283:     def dual_class(self):
284:         return Qubit
285:
286:
287: class IntQubitState(QubitState):
288:     """"""A base class for qubits that work with binary representations.""""""
289:
290:     @classmethod
291:     def _eval_args(cls, args, nqubits=None):",other,,
EXP-0227,python-dateutil,2.9.0.post0,python-dateutil-2.9.0.post0\src\dateutil\tz\tz.py,tzlocal,SAFE,,"197:
198:     __reduce__ = object.__reduce__
199:
200:
201: class tzlocal(_tzinfo):
202:     """"""
203:     A :class:`tzinfo` subclass built around the ``time`` timezone functions.
204:     """"""
205:     def __init__(self):",other,,
EXP-0228,sympy,1.14.0,sympy-1.14.0\sympy\series\gruntz.py,Node,SAFE,,"551:     To do this we assemble the nodes into a tree, and sort them by height.
552:
553:     This function builds the tree, rewrites then sorts the nodes.
554:     """"""
555:     class Node:
556:         def __init__(self):
557:             self.before = []
558:             self.expr = None
559:             self.var = None",other,,
EXP-0229,sympy,1.14.0,sympy-1.14.0\sympy\polys\domains\gmpyintegerring.py,GMPYIntegerRing,SAFE,,"11: from sympy.polys.polyerrors import CoercionFailed
12: from sympy.utilities import public
13:
14: @public
15: class GMPYIntegerRing(IntegerRing):
16:     """"""Integer ring based on GMPY's ``mpz`` type.
17:
18:     This will be the implementation of :ref:`ZZ` if ``gmpy`` or ``gmpy2`` is
19:     installed. Elements will be of type ``gmpy.mpz``.",other,,
EXP-0230,cryptography,49.0.0,cryptography\hazmat\decrepit\ciphers\algorithms.py,TripleDES,SAFE,,"25:     def key_size(self) -> int:
26:         return len(self.key) * 8
27:
28:
29: class TripleDES(BlockCipherAlgorithm):
30:     name = ""3DES""
31:     block_size = 64
32:     key_sizes = frozenset([64, 128, 192])
33:",other,,
EXP-0231,ipython,9.15.0,ipython-9.15.0\IPython\core\display.py,Latex,SAFE,,"473:         else:
474:             return s
475:
476:
477: class Latex(TextDisplayObject):
478:
479:     def _repr_latex_(self):
480:         return self._data_and_metadata()
481:",other,,
EXP-0232,cryptography,49.0.0,cryptography\hazmat\primitives\ciphers\modes.py,CBC,SAFE,,"35: )
36: from cryptography.hazmat.primitives.ciphers import algorithms
37:
38:
39: class CBC(ModeWithInitializationVector):
40:     name = ""CBC""
41:
42:     def __init__(self, initialization_vector: utils.Buffer):
43:         utils._check_byteslike(""initialization_vector"", initialization_vector)",other,,
EXP-0233,cryptography,49.0.0,cryptography\hazmat\primitives\asymmetric\ec.py,SECP192R1,SAFE,,"250:     key_size = 224
251:     group_order = 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFF16A2E0B8F03E13DD29455C5C2A3D
252:
253:
254: class SECP192R1(EllipticCurve):
255:     name = ""secp192r1""
256:     key_size = 192
257:     group_order = 0xFFFFFFFFFFFFFFFFFFFFFFFF99DEF836146BC9B1B4D22831
258:",other,,
EXP-0234,sympy,1.14.0,sympy-1.14.0\sympy\integrals\manualintegrate.py,CiRule,SAFE,,"607:     b: Expr
608:
609:
610: @dataclass
611: class CiRule(IRule):
612:     def eval(self) -> Expr:
613:         a, b, x = self.a, self.b, self.variable
614:         return cos(b)*Ci(a*x) - sin(b)*Si(a*x)
615:",other,,
EXP-0235,fastapi,0.139.0,fastapi-0.139.0\scripts\people.py,DiscussionsComments,SAFE,,"148:     minimizedReason: LowerStr | None = None
149:     replies: Replies
150:
151:
152: class DiscussionsComments(BaseModel):
153:     totalCount: int
154:     nodes: list[DiscussionsCommentsNode]
155:
156:",other,,
EXP-0236,jedi,0.20.0,jedi-0.20.0\jedi\plugins\stdlib.py,PartialSignature,SAFE,,"535:             return ValueSet([self])
536:         return ValueSet([PartialObject(self._wrapped_value, self._arguments, instance)])
537:
538:
539: class PartialSignature(SignatureWrapper):
540:     def __init__(self, wrapped_signature, skipped_arg_count, skipped_arg_set):
541:         super().__init__(wrapped_signature)
542:         self._skipped_arg_count = skipped_arg_count
543:         self._skipped_arg_set = skipped_arg_set",other,,
EXP-0237,sympy,1.14.0,sympy-1.14.0\sympy\physics\quantum\operator.py,Operator,SAFE,,"38: # Operators and outer products
39: #-----------------------------------------------------------------------------
40:
41:
42: class Operator(QExpr):
43:     """"""Base class for non-commuting quantum operators.
44:
45:     An operator maps between quantum states [1]_. In quantum mechanics,
46:     observables (including, but not limited to, measured physical values) are",other,,
EXP-0238,sympy,1.14.0,sympy-1.14.0\sympy\polys\domains\gaussiandomains.py,GaussianIntegerRing,SAFE,,"324:         if K0.ext.args[0] == I:
325:             return K1.from_sympy(K0.to_sympy(a))
326:
327:
328: class GaussianIntegerRing(GaussianDomain, Ring):
329:     r""""""Ring of Gaussian integers ``ZZ_I``
330:
331:     The :ref:`ZZ_I` domain represents the `Gaussian integers`_ `\mathbb{Z}[i]`
332:     as a :py:class:`~.Domain` in the domain system (see",other,,
EXP-0239,sympy,1.14.0,sympy-1.14.0\sympy\polys\rootoftools.py,_pure_key_dict,SAFE,,"34: __all__ = ['CRootOf']
35:
36:
37:
38: class _pure_key_dict:
39:     """"""A minimal dictionary that makes sure that the key is a
40:     univariate PurePoly instance.
41:
42:     Examples",other,,
EXP-0240,cffi,2.0.0,cffi\setuptools_ext.py,build_ext_make_mod,SAFE,,"146:         dist.ext_modules = []
147:     dist.ext_modules.append(ext)
148:
149:     base_class = dist.cmdclass.get('build_ext', build_ext)
150:     class build_ext_make_mod(base_class):
151:         def run(self):
152:             if ext.sources[0] == '$PLACEHOLDER':
153:                 pre_run = getattr(self, 'pre_run', None)
154:                 ext.sources[0] = make_mod(self.build_temp, pre_run)",other,,
EXP-0241,coverage,7.15.0,coverage-7.15.0\coverage\files.py,GlobMatcher,SAFE,,"312:
313:         return False
314:
315:
316: class GlobMatcher(Matcher):
317:     """"""A matcher for files by file name pattern.""""""
318:
319:     def __init__(
320:         self,",other,,
EXP-0242,fastapi,0.139.0,fastapi-0.139.0\scripts\contributors.py,Labels,SAFE,,"65: class LabelNode(BaseModel):
66:     name: str
67:
68:
69: class Labels(BaseModel):
70:     nodes: list[LabelNode]
71:
72:
73: class ReviewNode(BaseModel):",other,,
EXP-0243,pydantic,2.13.4,pydantic-2.13.4\pydantic\experimental\pipeline.py,_NotEq,SAFE,,"72:     value: Any
73:
74:
75: @dataclass(**_slots_frozen)
76: class _NotEq:
77:     value: Any
78:
79:
80: @dataclass(**_slots_frozen)",other,,
EXP-0244,sympy,1.14.0,sympy-1.14.0\sympy\polys\numberfields\exceptions.py,ClosureFailure,SAFE,,"1: """"""Special exception classes for numberfields. """"""
2:
3:
4: class ClosureFailure(Exception):
5:     r""""""
6:     Signals that a :py:class:`ModuleElement` which we tried to represent in a
7:     certain :py:class:`Module` cannot in fact be represented there.
8:",other,,
EXP-0245,sympy,1.14.0,sympy-1.14.0\sympy\utilities\codegen.py,InputArgument,SAFE,,"366:     """"""
367:     pass
368:
369:
370: class InputArgument(Argument):
371:     pass
372:
373:
374: class ResultBase:",other,,
EXP-0246,asttokens,3.0.1,asttokens-3.0.1\asttokens\util.py,Token,SAFE,,"60:   # repr() prefixes unicode with 'u' on Python2 but not Python3; strip it out for consistency.
61:   return '%s:%s' % (token.tok_name[tok_type], repr(string).lstrip('u'))
62:
63:
64: class Token(collections.namedtuple('Token', 'type string start end line index startpos endpos')):
65:   """"""
66:   TokenInfo is an 8-tuple containing the same 5 fields as the tokens produced by the tokenize
67:   module, and 3 additional ones useful for this module:
68:",other,,
EXP-0247,parso,0.8.7,parso-0.8.7\parso\tree.py,BaseNode,SAFE,,"358:         super().__init__(value, start_pos, prefix)
359:         self.type = type
360:
361:
362: class BaseNode(NodeOrLeaf):
363:     """"""
364:     The super class for all nodes.
365:     A node has children, a type and possibly a parent node.
366:     """"""",other,,
EXP-0248,sympy,1.14.0,sympy-1.14.0\sympy\functions\combinatorial\numbers.py,harmonic,SAFE,,"758: #                                                                            #
759: #----------------------------------------------------------------------------#
760:
761:
762: class harmonic(DefinedFunction):
763:     r""""""
764:     Harmonic numbers
765:
766:     The nth harmonic number is given by `\operatorname{H}_{n} =",other,,
EXP-0249,sympy,1.14.0,sympy-1.14.0\sympy\stats\rv.py,MatrixDomain,SAFE,,"124:         sym, val = tuple(other)[0]
125:         return self.symbol == sym and val in self.set
126:
127:
128: class MatrixDomain(RandomDomain):
129:     """"""
130:     A Random Matrix variable and its domain.
131:
132:     """"""",other,,
EXP-0250,sympy,1.14.0,sympy-1.14.0\sympy\polys\polyerrors.py,GeneratorsError,SAFE,,"125:      having a factor whose solutions are not expressible in radicals
126:      is encountered.""""""
127:
128: @public
129: class GeneratorsError(BasePolynomialError):
130:     pass
131:
132: @public
133: class GeneratorsNeeded(GeneratorsError):",other,,
